team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses,rolling_win_rate,rolling_ppg,rolling_papg,rolling_margin,trend_win_rate,trend_ppg,trend_papg,trend_margin,momentum_win_rate,momentum_ppg,momentum_papg,momentum_margin
Gardner-Webb,2023,7,3,0,3,0.0,49.0,116.0,-67.0,16.333333333333332,38.66666666666666,-22.33333333333333,0,0,0,3,0.3333333333333333,24.944444444444443,33.888888888888886,-8.944444444444443,0.0,0.0,0.0,0.0,-0.3333333333333333,-11.166666666666668,2.666666666666657,-13.833333333333329
Gardner-Webb,2023,8,2,2,0,1.0,65.0,43.0,22.0,32.5,21.5,11.0,2,0,0,0,0.6666666666666666,27.61111111111111,29.055555555555554,-1.4444444444444429,0.0,0.0,0.0,0.0,0.75,7.791666666666668,-15.166666666666664,22.958333333333332
Gardner-Webb,2023,9,3,3,0,1.0,100.0,75.0,25.0,33.333333333333336,25.0,8.333333333333334,3,0,0,0,0.6666666666666666,27.388888888888886,28.388888888888886,-0.9999999999999982,0.3333333333333333,-0.11111111111111427,-7.611111111111114,7.500000000000002,0.6,7.0666666666666735,-8.633333333333333,15.7
Gardner-Webb,2023,10,4,0,4,0.0,63.0,157.0,-94.0,15.75,39.25,-23.5,0,0,0,4,0.6666666666666666,27.194444444444446,28.583333333333332,-1.3888888888888882,0.3333333333333333,-0.3055555555555536,-7.416666666666668,7.111111111111112,-0.5,-11.694444444444443,7.055555555555557,-18.75
Gardner-Webb,2023,11,5,1,4,0.2,108.0,201.0,-93.0,21.6,40.2,-18.6,0,0,1,4,0.39999999999999997,23.561111111111114,34.81666666666667,-11.255555555555555,0.06666666666666665,-3.9388888888888864,-1.18333333333333,-2.7555555555555546,-0.22857142857142854,-4.1738095238095205,6.997619047619054,-11.171428571428574
Gardner-Webb,2023,12,4,4,0,1.0,138.0,109.0,29.0,34.5,27.25,7.25,4,0,0,0,0.39999999999999997,23.95,35.56666666666667,-11.616666666666667,0.06666666666666665,-3.5500000000000007,-0.43333333333333,-3.116666666666667,0.6,9.247916666666669,-6.827083333333334,16.075
Gardner-Webb,2023,13,6,2,4,0.3333333333333333,143.0,201.0,-58.0,23.83333333333333,33.5,-9.666666666666666,0,0,2,4,0.5111111111111111,26.644444444444446,33.65,-7.0055555555555555,0.17777777777777776,-0.8555555555555543,-2.3500000000000014,1.4944444444444445,-0.13333333333333336,-2.4462962962962997,0.1814814814814838,-2.627777777777778
Gardner-Webb,2024,3,1,0,1,0.0,6.0,13.0,-7.0,6.0,13.0,-7.0,0,0,0,1,0.0,6.0,13.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gardner-Webb,2024,4,2,0,2,0.0,32.0,40.0,-8.0,16.0,20.0,-4.0,0,0,0,2,0.0,11.0,16.5,-5.5,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0
Gardner-Webb,2024,5,1,0,1,0.0,20.0,21.0,-1.0,20.0,21.0,-1.0,0,1,0,0,0.0,14.0,18.0,-4.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,4.5
Gardner-Webb,2024,6,3,1,2,0.3333333333333333,74.0,61.0,13.0,24.666666666666668,20.33333333333333,4.333333333333333,0,0,1,2,0.1111111111111111,20.222222222222225,20.444444444444443,-0.22222222222222232,0.0,0.0,0.0,0.0,0.3333333333333333,10.666666666666668,2.3333333333333286,8.333333333333332
Gardner-Webb,2024,8,2,0,2,0.0,41.0,73.0,-32.0,20.5,36.5,-16.0,0,2,0,0,0.1111111111111111,21.722222222222225,25.944444444444443,-4.222222222222222,0.0,0.0,0.0,0.0,-0.08333333333333333,3.833333333333332,17.916666666666668,-14.083333333333334
Gardner-Webb,2024,9,4,1,3,0.25,91.0,96.0,-5.0,22.75,24.0,-1.25,0,0,1,3,0.19444444444444442,22.63888888888889,26.944444444444443,-4.305555555555556,0.19444444444444442,8.63888888888889,8.944444444444443,-0.30555555555555625,0.18333333333333335,5.316666666666666,1.8333333333333357,3.4833333333333334
Gardner-Webb,2024,10,5,1,4,0.2,115.0,126.0,-11.0,23.0,25.2,-2.2,0,0,1,4,0.15,22.083333333333332,28.566666666666666,-6.483333333333333,0.15,8.083333333333332,10.566666666666666,-2.4833333333333334,0.1027777777777778,4.680555555555554,2.7277777777777814,1.9527777777777775
Gardner-Webb,2024,11,3,1,2,0.3333333333333333,83.0,108.0,-25.0,27.666666666666668,36.0,-8.333333333333334,1,2,0,0,0.2611111111111111,24.472222222222225,28.400000000000002,-3.9277777777777785,0.2611111111111111,10.472222222222225,10.400000000000002,0.07222222222222152,0.22142857142857142,8.678571428571427,13.138095238095243,-4.4595238095238106
Gardner-Webb,2024,12,4,2,2,0.5,114.0,136.0,-22.0,28.5,34.0,-5.5,2,2,0,0,0.3444444444444444,26.38888888888889,31.733333333333334,-5.344444444444445,0.3444444444444444,12.38888888888889,13.733333333333334,-1.344444444444445,0.36041666666666666,8.427083333333332,9.495833333333334,-1.0687499999999996
Gardner-Webb,2024,13,6,2,4,0.3333333333333333,132.0,140.0,-8.0,22.0,23.33333333333333,-1.3333333333333333,0,0,2,4,0.38888888888888884,26.055555555555557,31.11111111111111,-5.055555555555556,0.38888888888888884,12.055555555555557,13.11111111111111,-1.0555555555555562,0.15370370370370368,0.9907407407407405,-2.2259259259259316,3.2166666666666677
Geneva,2022,3,1,0,1,0.0,17.0,55.0,-38.0,17.0,55.0,-38.0,0,0,0,1,0.0,17.0,55.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geneva,2022,4,1,0,1,0.0,25.0,33.0,-8.0,25.0,33.0,-8.0,0,1,0,0,0.0,21.0,44.0,-23.0,0.0,0.0,0.0,0.0,0.0,8.0,-22.0,30.0
Geneva,2022,6,2,0,2,0.0,32.0,67.0,-35.0,16.0,33.5,-17.5,0,2,0,0,0.0,19.333333333333332,40.5,-21.166666666666668,0.0,0.0,0.0,0.0,0.0,-5.0,-10.5,5.5
Geneva,2022,7,2,0,2,0.0,47.0,92.0,-45.0,23.5,46.0,-22.5,0,0,0,2,0.0,21.5,37.5,-16.0,0.0,0.0,0.0,0.0,0.0,4.166666666666668,5.5,-1.3333333333333321
Geneva,2022,8,3,0,3,0.0,72.0,133.0,-61.0,24.0,44.333333333333336,-20.33333333333333,0,0,0,3,0.0,21.166666666666668,41.27777777777778,-20.11111111111111,0.0,0.0,0.0,0.0,0.0,3.625,2.4583333333333357,1.1666666666666714
Geneva,2022,9,3,1,2,0.3333333333333333,67.0,88.0,-21.0,22.33333333333333,29.33333333333333,-7.0,1,2,0,0,0.1111111111111111,23.277777777777775,39.88888888888889,-16.61111111111111,0.1111111111111111,3.944444444444443,-0.6111111111111072,4.555555555555557,0.3333333333333333,1.2333333333333272,-13.033333333333339,14.266666666666666
Geneva,2022,10,4,0,4,0.0,72.0,174.0,-102.0,18.0,43.5,-25.5,0,0,0,4,0.1111111111111111,21.444444444444443,39.05555555555555,-17.61111111111111,0.1111111111111111,2.1111111111111107,-1.44444444444445,3.555555555555557,-0.05555555555555555,-3.3055555555555536,3.30555555555555,-6.611111111111111
Geneva,2022,11,4,2,2,0.5,101.0,94.0,7.0,25.25,23.5,1.75,2,2,0,0,0.27777777777777773,21.86111111111111,32.11111111111111,-10.25,0.27777777777777773,2.5277777777777786,-8.388888888888893,10.916666666666668,0.4523809523809524,4.416666666666668,-17.16666666666667,21.583333333333332
Geneva,2023,4,1,1,0,1.0,27.0,21.0,6.0,27.0,21.0,6.0,0,0,1,0,1.0,27.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geneva,2023,5,1,0,1,0.0,0.0,31.0,-31.0,0.0,31.0,-31.0,0,1,0,0,0.5,13.5,26.0,-12.5,0.0,0.0,0.0,0.0,-1.0,-27.0,10.0,-37.0
Geneva,2023,6,2,0,2,0.0,19.0,59.0,-40.0,9.5,29.5,-20.0,0,2,0,0,0.3333333333333333,12.166666666666666,27.166666666666668,-15.0,0.0,0.0,0.0,0.0,-0.5,-4.0,3.5,-7.5
Geneva,2023,7,2,1,1,0.5,34.0,63.0,-29.0,17.0,31.5,-14.5,0,0,1,1,0.16666666666666666,8.833333333333334,30.666666666666668,-21.833333333333332,0.0,0.0,0.0,0.0,0.16666666666666669,4.833333333333334,4.333333333333332,0.5
Geneva,2023,8,3,0,3,0.0,40.0,107.0,-67.0,13.333333333333334,35.666666666666664,-22.33333333333333,0,3,0,0,0.16666666666666666,13.277777777777779,32.22222222222222,-18.944444444444443,0.0,0.0,0.0,0.0,-0.375,-0.041666666666666075,7.416666666666664,-7.458333333333329
Geneva,2023,9,3,2,1,0.6666666666666666,54.0,72.0,-18.0,18.0,24.0,-6.0,0,0,2,1,0.38888888888888884,16.11111111111111,30.388888888888886,-14.277777777777777,0.055555555555555525,3.9444444444444446,3.222222222222218,0.7222222222222232,0.36666666666666664,4.633333333333335,-5.733333333333331,10.366666666666667
Geneva,2023,10,4,1,3,0.25,85.0,127.0,-42.0,21.25,31.75,-10.5,1,3,0,0,0.3055555555555555,17.52777777777778,30.472222222222218,-12.944444444444443,-0.02777777777777779,5.3611111111111125,3.30555555555555,2.055555555555557,-0.1111111111111111,7.1111111111111125,2.972222222222225,4.1388888888888875
Geneva,2023,11,4,3,1,0.75,97.0,101.0,-4.0,24.25,25.25,-1.0,0,0,3,1,0.5555555555555555,21.166666666666668,27.0,-5.833333333333333,0.22222222222222215,9.000000000000002,-0.16666666666666785,9.166666666666668,0.40476190476190477,9.095238095238097,-3.9523809523809526,13.047619047619047
Geneva,2024,3,1,0,1,0.0,0.0,41.0,-41.0,0.0,41.0,-41.0,0,0,0,1,0.0,0.0,41.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geneva,2024,5,1,1,0,1.0,21.0,6.0,15.0,21.0,6.0,15.0,1,0,0,0,0.5,10.5,23.5,-13.0,0.0,0.0,0.0,0.0,1.0,21.0,-35.0,56.0
Geneva,2024,6,2,0,2,0.0,7.0,82.0,-75.0,3.5,41.0,-37.5,0,0,0,2,0.3333333333333333,8.166666666666666,29.333333333333332,-21.166666666666668,0.0,0.0,0.0,0.0,-0.5,-7.0,17.5,-24.5
Geneva,2024,7,3,1,2,0.3333333333333333,23.0,95.0,-72.0,7.666666666666667,31.666666666666668,-24.0,0,0,1,2,0.4444444444444444,10.722222222222221,26.222222222222225,-15.5,0.0,0.0,0.0,0.0,0.0,-0.4999999999999991,2.3333333333333357,-2.833333333333332
Geneva,2024,8,2,1,1,0.5,35.0,62.0,-27.0,17.5,31.0,-13.5,1,1,0,0,0.27777777777777773,9.555555555555555,34.55555555555556,-25.0,0.0,0.0,0.0,0.0,0.16666666666666669,9.458333333333334,1.0833333333333321,8.375
Geneva,2024,10,4,1,3,0.25,44.0,168.0,-124.0,11.0,42.0,-31.0,0,0,1,3,0.3611111111111111,12.055555555555557,34.88888888888889,-22.833333333333332,0.02777777777777779,3.888888888888891,5.555555555555561,-1.6666666666666643,-0.11666666666666664,1.0666666666666664,11.866666666666664,-10.8
Geneva,2024,11,3,2,1,0.6666666666666666,65.0,75.0,-10.0,21.666666666666668,25.0,-3.333333333333333,2,1,0,0,0.47222222222222215,16.722222222222225,32.666666666666664,-15.944444444444445,0.13888888888888884,8.555555555555559,3.333333333333332,5.222222222222223,0.3194444444444445,11.555555555555557,-7.111111111111114,18.666666666666668
Geneva,2024,12,4,2,2,0.5,72.0,131.0,-59.0,18.0,32.75,-14.75,2,2,0,0,0.47222222222222215,16.88888888888889,33.25,-16.36111111111111,0.13888888888888884,8.722222222222223,3.916666666666668,4.805555555555557,0.1071428571428572,6.238095238095239,1.6547619047619015,4.583333333333336
Georgetown,2022,3,1,1,0,1.0,43.0,12.0,31.0,43.0,12.0,31.0,0,0,1,0,1.0,43.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgetown,2022,4,1,0,1,0.0,19.0,21.0,-2.0,19.0,21.0,-2.0,0,1,0,0,0.5,31.0,16.5,14.5,0.0,0.0,0.0,0.0,-1.0,-24.0,9.0,-33.0
Georgetown,2022,5,2,1,1,0.5,49.0,57.0,-8.0,24.5,28.5,-4.0,0,0,1,1,0.5,28.833333333333332,20.5,8.333333333333334,0.0,0.0,0.0,0.0,0.0,-6.5,12.0,-18.5
Georgetown,2022,6,2,0,2,0.0,25.0,63.0,-38.0,12.5,31.5,-19.0,0,2,0,0,0.16666666666666666,18.666666666666668,27.0,-8.333333333333334,0.0,0.0,0.0,0.0,-0.5,-16.333333333333332,11.0,-27.333333333333336
Georgetown,2022,8,3,1,2,0.3333333333333333,87.0,116.0,-29.0,29.0,38.66666666666666,-9.666666666666666,0,0,1,2,0.27777777777777773,22.0,32.888888888888886,-10.888888888888888,0.0,0.0,0.0,0.0,-0.041666666666666685,4.25,15.416666666666657,-11.166666666666666
Georgetown,2022,9,4,1,3,0.25,111.0,150.0,-39.0,27.75,37.5,-9.75,0,0,1,3,0.19444444444444442,23.083333333333332,35.888888888888886,-12.805555555555555,-0.3055555555555556,-5.75,15.388888888888886,-21.13888888888889,-0.11666666666666664,2.1499999999999986,11.166666666666668,-9.016666666666667
Georgetown,2022,10,3,0,3,0.0,53.0,122.0,-69.0,17.666666666666668,40.66666666666666,-23.0,0,3,0,0,0.19444444444444442,24.805555555555557,38.944444444444436,-14.138888888888888,-0.3055555555555556,-4.027777777777775,18.444444444444436,-22.47222222222222,-0.34722222222222215,-8.291666666666664,12.472222222222214,-20.76388888888889
Georgetown,2022,11,4,0,4,0.0,77.0,160.0,-83.0,19.25,40.0,-20.75,0,4,0,0,0.08333333333333333,21.555555555555557,39.388888888888886,-17.833333333333332,-0.4166666666666667,-7.277777777777775,18.888888888888886,-26.166666666666664,-0.29761904761904756,-5.523809523809522,10.023809523809526,-15.547619047619047
Georgetown,2022,12,5,0,5,0.0,98.0,184.0,-86.0,19.6,36.8,-17.2,0,5,0,0,0.0,18.838888888888892,39.15555555555555,-20.316666666666666,-0.5,-9.99444444444444,18.65555555555555,-28.65,-0.26041666666666663,-4.483333333333334,5.570833333333333,-10.054166666666667
Georgetown,2023,2,1,1,0,1.0,49.0,7.0,42.0,49.0,7.0,42.0,1,0,0,0,1.0,49.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgetown,2023,3,2,2,0,1.0,76.0,17.0,59.0,38.0,8.5,29.5,2,0,0,0,1.0,43.5,7.75,35.75,0.0,0.0,0.0,0.0,0.0,-11.0,1.5,-12.5
Georgetown,2023,5,3,2,1,0.6666666666666666,96.0,40.0,56.0,32.0,13.333333333333334,18.666666666666668,2,1,0,0,0.8888888888888888,39.666666666666664,9.611111111111112,30.055555555555557,0.0,0.0,0.0,0.0,-0.33333333333333337,-11.5,5.583333333333334,-17.083333333333332
Georgetown,2023,6,1,0,1,0.0,0.0,30.0,-30.0,0.0,30.0,-30.0,0,0,0,1,0.5555555555555555,23.333333333333332,17.27777777777778,6.055555555555557,0.0,0.0,0.0,0.0,-0.8888888888888888,-39.666666666666664,20.388888888888886,-60.05555555555556
Georgetown,2023,7,2,0,2,0.0,39.0,72.0,-33.0,19.5,36.0,-16.5,0,0,0,2,0.2222222222222222,17.166666666666668,26.444444444444446,-9.277777777777777,0.0,0.0,0.0,0.0,-0.6666666666666666,-10.25,21.291666666666664,-31.541666666666668
Georgetown,2023,8,4,3,1,0.75,124.0,64.0,60.0,31.0,16.0,15.0,3,1,0,0,0.25,16.833333333333332,27.333333333333332,-10.5,-0.6388888888888888,-22.833333333333332,17.72222222222222,-40.55555555555556,0.21666666666666667,3.3000000000000007,-2.9666666666666686,6.266666666666666
Georgetown,2023,9,5,3,2,0.6,142.0,92.0,50.0,28.4,18.4,10.0,3,2,0,0,0.45,26.3,23.46666666666667,2.8333333333333335,-0.43888888888888883,-13.366666666666664,13.855555555555556,-27.222222222222225,0.030555555555555558,0.14999999999999858,-0.0722222222222264,0.22222222222222143
Georgetown,2023,11,3,1,2,0.3333333333333333,56.0,79.0,-23.0,18.666666666666668,26.33333333333333,-7.666666666666667,0,0,1,2,0.5611111111111111,26.022222222222222,20.244444444444444,5.777777777777778,-0.3277777777777777,-13.644444444444442,10.633333333333331,-24.27777777777778,-0.24047619047619045,-9.604761904761904,7.871428571428563,-17.476190476190478
Georgetown,2023,12,4,2,2,0.5,106.0,126.0,-20.0,26.5,31.5,-5.0,0,0,2,2,0.4777777777777778,24.522222222222222,25.411111111111108,-0.888888888888889,-0.41111111111111104,-15.144444444444442,15.799999999999995,-30.944444444444446,-0.043749999999999956,-0.5708333333333329,12.054166666666667,-12.625
Georgetown,2024,3,1,1,0,1.0,31.0,10.0,21.0,31.0,10.0,21.0,0,0,1,0,1.0,31.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgetown,2024,4,1,1,0,1.0,46.0,24.0,22.0,46.0,24.0,22.0,1,0,0,0,1.0,38.5,17.0,21.5,0.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0
Georgetown,2024,5,2,1,1,0.5,60.0,50.0,10.0,30.0,25.0,5.0,1,1,0,0,0.8333333333333334,35.666666666666664,19.666666666666668,16.0,0.0,0.0,0.0,0.0,-0.5,-8.5,8.0,-16.5
Georgetown,2024,7,2,1,1,0.5,45.0,50.0,-5.0,22.5,25.0,-2.5,0,0,1,1,0.6666666666666666,32.833333333333336,24.666666666666668,8.166666666666666,0.0,0.0,0.0,0.0,-0.33333333333333337,-13.166666666666664,5.333333333333332,-18.5
Georgetown,2024,8,3,2,1,0.6666666666666666,62.0,50.0,12.0,20.666666666666668,16.666666666666668,4.0,0,0,2,1,0.5555555555555555,24.38888888888889,22.222222222222225,2.1666666666666665,0.0,0.0,0.0,0.0,-0.08333333333333337,-11.708333333333332,-4.333333333333332,-7.375
Georgetown,2024,9,3,2,1,0.6666666666666666,80.0,67.0,13.0,26.666666666666668,22.33333333333333,4.333333333333333,2,1,0,0,0.611111111111111,23.277777777777782,21.333333333333332,1.9444444444444444,-0.22222222222222232,-12.388888888888882,1.6666666666666643,-14.055555555555555,-0.06666666666666665,-3.3666666666666636,2.1999999999999957,-5.566666666666667
Georgetown,2024,10,4,3,1,0.75,101.0,87.0,14.0,25.25,21.75,3.5,3,1,0,0,0.6944444444444443,24.194444444444446,20.25,3.944444444444444,-0.13888888888888906,-11.472222222222218,0.5833333333333321,-12.055555555555555,0.02777777777777779,-4.222222222222218,1.25,-5.472222222222223
Georgetown,2024,12,4,2,2,0.5,90.0,88.0,2.0,22.5,22.0,0.5,0,0,2,2,0.6388888888888888,24.805555555555557,22.027777777777775,2.7777777777777772,-0.19444444444444453,-10.861111111111107,2.361111111111107,-13.222222222222223,-0.22619047619047616,-6.369047619047617,1.321428571428573,-7.690476190476192
Georgetown,2024,13,5,3,2,0.6,107.0,130.0,-23.0,21.4,26.0,-4.6,3,2,0,0,0.6166666666666667,23.05,23.25,-0.19999999999999987,-0.21666666666666667,-12.616666666666664,3.583333333333332,-16.2,-0.09791666666666665,-6.672916666666669,5.15625,-11.829166666666666
Georgia,2022,2,3,3,0,1.0,156.0,51.0,105.0,52.0,17.0,35.0,3,0,0,0,1.0,52.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2022,4,4,4,0,1.0,189.0,51.0,138.0,47.25,12.75,34.5,4,0,0,0,1.0,49.625,14.875,34.75,0.0,0.0,0.0,0.0,0.0,-4.75,-4.25,-0.5
Georgia,2022,5,1,1,0,1.0,48.0,7.0,41.0,48.0,7.0,41.0,0,0,1,0,1.0,49.083333333333336,12.25,36.833333333333336,0.0,0.0,0.0,0.0,0.0,-1.625,-7.875,6.25
Georgia,2022,6,5,5,0,1.0,228.0,73.0,155.0,45.6,14.6,31.0,5,0,0,0,1.0,46.949999999999996,11.450000000000001,35.5,0.0,0.0,0.0,0.0,0.0,-3.4833333333333343,2.3499999999999996,-5.833333333333336
Georgia,2022,7,6,6,0,1.0,270.0,83.0,187.0,45.0,13.833333333333334,31.166666666666668,6,0,0,0,1.0,46.199999999999996,11.811111111111112,34.38888888888889,0.0,0.0,0.0,0.0,0.0,-3.2124999999999986,0.9958333333333336,-4.208333333333332
Georgia,2022,9,7,7,0,1.0,325.0,83.0,242.0,46.42857142857143,11.857142857142858,34.57142857142857,7,0,0,0,1.0,45.67619047619047,13.43015873015873,32.24603174603175,0.0,-3.4071428571428655,1.1801587301587304,-4.587301587301589,0.0,-1.1414285714285697,-1.1795238095238094,0.03809523809523796
Georgia,2022,10,8,8,0,1.0,367.0,103.0,264.0,45.875,12.875,33.0,8,0,0,0,1.0,45.767857142857146,12.85515873015873,32.91269841269841,0.0,-3.31547619047619,0.6051587301587293,-3.9206349206349245,0.0,-1.5047619047618994,0.03492063492063302,-1.5396825396825378
Georgia,2022,11,2,2,0,1.0,74.0,29.0,45.0,37.0,14.5,22.5,0,0,2,0,1.0,43.10119047619048,13.077380952380954,30.023809523809522,0.0,-5.982142857142854,0.8273809523809543,-6.809523809523814,0.0,-10.164795918367346,1.6549319727891145,-11.819727891156461
Georgia,2022,12,3,3,0,1.0,119.0,48.0,71.0,39.66666666666666,16.0,23.666666666666668,0,0,3,0,1.0,40.84722222222222,14.458333333333334,26.38888888888889,0.0,-8.236111111111114,2.208333333333334,-10.444444444444446,0.0,-6.227529761904776,2.948065476190475,-9.175595238095237
Georgia,2022,13,9,9,0,1.0,394.0,116.0,278.0,43.77777777777778,12.88888888888889,30.88888888888889,9,0,0,0,1.0,40.148148148148145,14.462962962962962,25.685185185185187,0.0,-8.93518518518519,2.212962962962962,-11.148148148148149,0.0,-1.4244708994708972,-0.4906084656084655,-0.9338624338624371
Georgia,2022,14,10,10,0,1.0,431.0,130.0,301.0,43.1,13.0,30.1,10,0,0,0,1.0,42.18148148148148,13.962962962962962,28.218518518518522,0.0,-6.901851851851859,1.712962962962962,-8.614814814814814,0.0,-1.959801587301584,-0.3304365079365077,-1.6293650793650833
Georgia,2023,2,1,1,0,1.0,48.0,7.0,41.0,48.0,7.0,41.0,1,0,0,0,1.0,48.0,7.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2023,3,2,2,0,1.0,93.0,10.0,83.0,46.5,5.0,41.5,2,0,0,0,1.0,47.25,6.0,41.25,0.0,0.0,0.0,0.0,0.0,-1.5,-2.0,0.5
Georgia,2023,4,3,3,0,1.0,117.0,24.0,93.0,39.0,8.0,31.0,3,0,0,0,1.0,44.5,6.666666666666667,37.833333333333336,0.0,0.0,0.0,0.0,0.0,-8.25,2.0,-10.25
Georgia,2023,5,1,1,0,1.0,63.0,3.0,60.0,63.0,3.0,60.0,0,0,1,0,1.0,49.5,5.333333333333333,44.166666666666664,0.0,0.0,0.0,0.0,0.0,18.5,-3.666666666666667,22.166666666666664
Georgia,2023,6,4,4,0,1.0,166.0,45.0,121.0,41.5,11.25,30.25,4,0,0,0,1.0,47.833333333333336,7.416666666666667,40.416666666666664,0.0,0.0,0.0,0.0,0.0,-7.625,5.5,-13.125
Georgia,2023,7,2,2,0,1.0,90.0,23.0,67.0,45.0,11.5,33.5,0,0,2,0,1.0,49.833333333333336,8.583333333333334,41.25,0.0,5.333333333333336,1.916666666666667,3.4166666666666643,0.0,-2.6000000000000014,4.65,-7.25
Georgia,2023,9,3,3,0,1.0,127.0,43.0,84.0,42.333333333333336,14.333333333333334,28.0,0,0,3,0,1.0,42.94444444444445,12.361111111111112,30.583333333333332,0.0,-1.55555555555555,5.6944444444444455,-7.2500000000000036,0.0,-4.833333333333329,6.708333333333334,-11.541666666666664
Georgia,2023,10,5,5,0,1.0,217.0,58.0,159.0,43.4,11.6,31.8,5,0,0,0,1.0,43.57777777777778,12.47777777777778,31.099999999999998,0.0,-0.9222222222222172,5.811111111111113,-6.733333333333338,0.0,-3.076190476190476,3.0166666666666657,-6.092857142857145
Georgia,2023,11,6,6,0,1.0,247.0,79.0,168.0,41.16666666666666,13.166666666666666,28.0,6,0,0,0,1.0,42.3,13.033333333333333,29.266666666666666,0.0,-2.200000000000003,6.366666666666666,-8.56666666666667,0.0,-4.925000000000011,4.206249999999999,-9.131250000000001
Georgia,2023,12,4,4,0,1.0,170.0,63.0,107.0,42.5,15.75,26.75,0,0,4,0,1.0,42.355555555555554,13.505555555555555,28.849999999999998,0.0,-2.1444444444444457,6.838888888888888,-8.983333333333338,0.0,-3.0444444444444443,6.322222222222221,-9.366666666666667
Georgia,2023,13,5,5,0,1.0,208.0,73.0,135.0,41.6,14.6,27.0,0,0,5,0,1.0,41.75555555555555,14.505555555555555,27.25,0.0,-2.744444444444447,7.838888888888888,-10.583333333333336,0.0,-3.6399999999999935,4.539999999999999,-8.18
Georgia,2023,14,6,6,0,1.0,239.0,96.0,143.0,39.833333333333336,16.0,23.83333333333333,0,0,6,0,1.0,41.31111111111111,15.450000000000001,25.86111111111111,0.0,-3.18888888888889,8.783333333333335,-11.972222222222225,0.0,-5.075757575757571,5.527272727272727,-10.603030303030309
Georgia,2024,2,2,1,1,0.5,44.0,26.0,18.0,22.0,13.0,9.0,1,1,0,0,0.5,22.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2024,5,1,1,0,1.0,13.0,12.0,1.0,13.0,12.0,1.0,0,0,1,0,0.75,17.5,12.5,5.0,0.0,0.0,0.0,0.0,0.5,-9.0,-1.0,-8.0
Georgia,2024,6,3,2,1,0.6666666666666666,92.0,29.0,63.0,30.666666666666668,9.666666666666666,21.0,2,1,0,0,0.7222222222222222,21.88888888888889,11.555555555555555,10.333333333333334,0.0,0.0,0.0,0.0,-0.08333333333333337,13.166666666666668,-2.833333333333334,16.0
Georgia,2024,7,4,3,1,0.75,123.0,42.0,81.0,30.75,10.5,20.25,3,1,0,0,0.8055555555555555,24.805555555555557,10.722222222222221,14.083333333333334,0.0,0.0,0.0,0.0,0.02777777777777779,8.86111111111111,-1.0555555555555554,9.916666666666666
Georgia,2024,8,2,1,1,0.5,47.0,53.0,-6.0,23.5,26.5,-3.0,0,0,1,1,0.6388888888888888,28.305555555555557,15.555555555555555,12.75,0.0,0.0,0.0,0.0,-0.22916666666666663,-0.6041666666666679,15.208333333333334,-15.8125
Georgia,2024,10,5,4,1,0.8,164.0,73.0,91.0,32.8,14.6,18.2,4,1,0,0,0.6833333333333332,29.016666666666666,17.2,11.816666666666668,-0.03888888888888897,7.127777777777776,5.644444444444444,1.4833333333333343,0.1166666666666667,8.816666666666663,0.2666666666666675,8.549999999999999
Georgia,2024,11,3,2,1,0.6666666666666666,77.0,68.0,9.0,25.666666666666668,22.666666666666668,3.0,0,0,2,1,0.6555555555555556,27.322222222222223,21.255555555555556,6.066666666666666,-0.06666666666666665,5.433333333333334,9.700000000000001,-4.2666666666666675,-0.036111111111111205,0.21388888888888857,8.288888888888893,-8.075000000000001
Georgia,2024,12,6,5,1,0.8333333333333334,198.0,93.0,105.0,33.0,15.5,17.5,5,1,0,0,0.7666666666666667,30.48888888888889,17.58888888888889,12.9,0.04444444444444451,8.600000000000001,6.033333333333333,2.5666666666666664,0.13571428571428568,7.516666666666669,-0.06190476190475991,7.578571428571427
Georgia,2024,13,7,6,1,0.8571428571428571,229.0,110.0,119.0,32.714285714285715,15.714285714285714,17.0,6,1,0,0,0.7857142857142857,30.46031746031746,17.960317460317462,12.5,0.06349206349206349,8.57142857142857,6.404761904761907,2.166666666666666,0.14255952380952375,6.29136904761905,0.16011904761904638,6.13125
